pct_buy,pct_sell,rsi_buy,rsi_sell,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Profit Factor,Final Cash
-4.0,0.0,15.0,75.0,2020-05-02 01:00:00,2024-10-31 23:00:00,1643 days 22:00:00,100.0,1521.2137477049705,1521.2137477049705,52.121374770497056,699.4842001462664,9.774665287555727,139.56918997658966,0.0628696440025734,-29.21580649496733,-17.939771191674335,8,0 days 00:00:00,16,81.25,18.338026941655702,-14.221076736990511,2.907384175411594,2.8521640686701923,1521.2137477049705
-4.0,0.0,15.0,75.0,2020-05-02 01:00:00,2024-10-31 23:00:00,1643 days 22:00:00,100.0,1521.2137477049705,1521.2137477049705,52.121374770497056,699.4842001462664,9.774665287555727,139.56918997658966,0.0628696440025734,-29.21580649496733,-17.939771191674335,8,0 days 00:00:00,16,81.25,18.338026941655702,-14.221076736990511,2.907384175411594,2.8521640686701923,1521.2137477049705
-4.0,0.0,15.0,77.0,2020-05-02 01:00:00,2024-10-31 23:00:00,1643 days 22:00:00,100.0,1712.2244995223905,1712.2244995223905,71.22244995223906,699.4842001462664,12.699534719968032,123.1159684744161,0.0950285723691418,-20.485663083208692,-9.738856716214784,8,0 days 00:00:00,16,81.25,18.338026941655702,-8.262108860859014,3.606127281834623,4.338696417218731,1712.2244995223905
